Complaint Number,Major Crime Head,Crime Head and Section,Minor Crime Head,Commits,Month
621354083,ASSAULT ,"Sec 356, 357 IPC",On Public Servant,0,Mar-21
577429885,ASSAULT ,"Sec 356, 357 IPC",On Student,0,Mar-21
241651744,ASSAULT ,"Sec 356, 357 IPC",On Teacher,0,Mar-21
384902144,ASSAULT ,"Sec 356, 357 IPC",On Women (General),0,Mar-21
159318426,ASSAULT ,"Sec 356, 357 IPC",On Woman (SC),1,Mar-21
208628116,ASSAULT ,"Sec 356, 357 IPC",On Woman (ST),0,Mar-21
550888139,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Others,5,Mar-21
520876785,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Attempt to Commit,0,Mar-21
609378618,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Caste Issue,2,Mar-21
941943176,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Communal Issue,2,Mar-21
187423644,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Linguistic Issue,0,Mar-21
884234380,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Political Issue,0,Mar-21
752481950,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Racial/Ethnic Issue,0,Mar-21
402022136,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Regional Issue,0,Mar-21
631867232,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Religious Issue,11,Mar-21
735070379,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Sectarian Issue,0,Mar-21
515454969,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Others,5,Mar-21
926526628,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Conspiracy To Wage War,0,Mar-21
247668240,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Related to Substantive Offence,0,Mar-21
519192650,CRIMINAL INTIMIDATION ,Sec. 504 to 508 IPC,Others,181,Mar-21
113059377,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Others,3,Mar-21
718510795,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Attempt to Commit,0,Mar-21
204697728,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Bank,0,Mar-21
499662319,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Business Establishment,0,Mar-21
190860236,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Charitable Organisation,0,Mar-21
643269770,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Chitfund Organisation,0,Mar-21
864864320,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Co-operative Organisation,0,Mar-21
799970465,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Commercial Establishment/Shop,0,Mar-21
188364026,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Customs Department,0,Mar-21
947662229,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Excise Department,0,Mar-21
922609151,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Financial Institution,0,Mar-21
529287530,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Income Tax Department,0,Mar-21
359694328,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Other Government Organisation,0,Mar-21
521356200,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Postal Department,0,Mar-21
799798241,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Public Sector Undertakings,0,Mar-21
320157833,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Railway Department,0,Mar-21
927281741,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Revenue Department,0,Mar-21
714499702,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Sales Tax Department,0,Mar-21
243221137,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Social Organisation (Aided) (N),0,Mar-21
449009640,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Transport Authority,0,Mar-21
214872713,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Trust - Other than religious,0,Mar-21
574887925,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Trust - Religious,0,Mar-21
682106445,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Others,0,Mar-21
763683426,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Attempt to Commit,0,Mar-21
317866125,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Club,0,Mar-21
624233023,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Hostel,0,Mar-21
809354777,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Hotel,45,Mar-21
975797453,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,House,87,Mar-21
200051361,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Land,4,Mar-21
432098864,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Office,1,Mar-21
982494065,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Prohibited Places,0,Mar-21
340789234,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Religious Place,2,Mar-21
718142360,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Restricted Area,16,Mar-21
210333887,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Others,nan,Mar-21
948154821,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Husband,48,Mar-21
678491188,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Husband And Relative(S) in Law,99,Mar-21
748383305,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Relative(S) in Law,4,Mar-21
794971245,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Dowry Harassment,38,Mar-21
808068996,DOWRY DEATHS ,Sec.304(B) IPC,Others,1,Mar-21
204819023,DOWRY DEATHS ,Sec.304(B) IPC,By Husband,0,Mar-21
274699594,DOWRY DEATHS ,Sec.304(B) IPC,By Husband And Relatives In Law,11,Mar-21
693476736,DOWRY DEATHS ,Sec.304(B) IPC,By Relatives in Law,1,Mar-21
623855818,DOWRY DEATHS ,Sec.304(B) IPC,By Burning,0,Mar-21
747488011,DOWRY DEATHS ,Sec.304(B) IPC,By Hanging,6,Mar-21
254971196,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Others,6,Mar-21
199044480,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Adulterated Food/Drug,0,Mar-21
124339625,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Accident by Air,0,Mar-21
928787508,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Boad Accident,0,Mar-21
777059820,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Bridge/Dam Collapse,0,Mar-21
282177801,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Building Collapse,0,Mar-21
296567639,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Caused By Animal,0,Mar-21
595387830,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Death Due to Other Cause,12,Mar-21
311692427,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Electrocution Accident,1,Mar-21
125970217,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Explosion Accident,0,Mar-21
781364564,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Fire accident,0,Mar-21
863569453,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Gas Leakage Accident,0,Mar-21
925971735,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Improper Infrastucture In Construction,6,Mar-21
701884165,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Improper Medical Treatment,0,Mar-21
159861780,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Custody of Public Servant,0,Mar-21
857885767,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Jail/Judicial Custody,0,Mar-21
762235751,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Police Custody,0,Mar-21
892992493,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Industrial Accident (Factory),1,Mar-21
222334573,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Inflammable Substance,0,Mar-21
574057942,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Mine Accident,0,Mar-21
897362675,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Poisonous Substance,0,Mar-21
904212241,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Quarry Accident,0,Mar-21
929126730,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Spurious Liquor (Hooch) Accident,0,Mar-21
330519615,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Railway Accident,0,Mar-21
684347695,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Others,nan,Mar-21
944191394,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,National Highways,308,Mar-21
998226641,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,State Highways,254,Mar-21
584725075,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Other Roads,345,Mar-21
582593243,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Other Places,12,Mar-21
908484953,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Others,nan,Mar-21
566726105,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",National Highways,887,Mar-21
562394261,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",State Highways,599,Mar-21
875304852,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Other Roads,1076,Mar-21
258612610,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Other Places,41,Mar-21
149493676,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Others,nan,Mar-21
516868357,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Child,0,Mar-21
401119659,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Woman,0,Mar-21
570123365,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Women and Child,0,Mar-21
540178336,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Others,nan,Mar-21
131218553,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Air Force,0,Mar-21
738087324,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Army,1,Mar-21
817201197,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Navy,0,Mar-21
803560642,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",Others,nan,Mar-21
777858784,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",From Jail Custody,0,Mar-21
187726099,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",From Police Custody,0,Mar-21
678789875,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",Others,0,Mar-21
491389311,IMPERSONATION ,"Sec.170, 171 IPC",Others,nan,Mar-21
807714172,IMPERSONATION ,"Sec.170, 171 IPC",Attempt to Commit,0,Mar-21
186230442,IMPERSONATION ,"Sec.170, 171 IPC",Non-Uniformed Authority,0,Mar-21
447989373,IMPERSONATION ,"Sec.170, 171 IPC",Uniformed Authority,0,Mar-21
910234866,MISCHIEF ,"Sec.427 to 440 except 434, 435,
436, 438 IPC",Others,22,Mar-21
570072553,MOLESTATION ,Sec.354 IPC,Others,nan,Mar-21
502112638,MOLESTATION ,Sec.354 IPC,Attempt to Commit,10,Mar-21
779969933,MOLESTATION ,Sec.354 IPC,Private Place,88,Mar-21
243176568,MOLESTATION ,Sec.354 IPC,Public Conveyance,4,Mar-21
923480450,MOLESTATION ,Sec.354 IPC,Public Place,121,Mar-21
589441229,MOLESTATION ,Sec.354 IPC,Other Places,208,Mar-21
915189013,POISONING-PROFESSIONAL ,Sec. 328 IPC,Others,nan,Mar-21
123936851,POISONING-PROFESSIONAL ,Sec. 328 IPC,Attempt to Commit,0,Mar-21
866916762,POISONING-PROFESSIONAL ,Sec. 328 IPC,Fatal,0,Mar-21
423245492,POISONING-PROFESSIONAL ,Sec. 328 IPC,Non Fatal,0,Mar-21
214522457,PORNOGRAPHY ,Sec.292 to 294 IPC,Others,1,Mar-21
420768360,PORNOGRAPHY ,Sec.292 to 294 IPC,Advertisement,0,Mar-21
712527708,PORNOGRAPHY ,Sec.292 to 294 IPC,Audio Tape,0,Mar-21
373191146,PORNOGRAPHY ,Sec.292 to 294 IPC,Book,0,Mar-21
651273659,PORNOGRAPHY ,Sec.292 to 294 IPC,Computer Software,0,Mar-21
755599463,PORNOGRAPHY ,Sec.292 to 294 IPC,Figures,0,Mar-21
183402276,PORNOGRAPHY ,Sec.292 to 294 IPC,Film (Blue),0,Mar-21
347669378,PORNOGRAPHY ,Sec.292 to 294 IPC,Painting,0,Mar-21
745200179,PORNOGRAPHY ,Sec.292 to 294 IPC,Pamphlet,0,Mar-21
749663360,PORNOGRAPHY ,Sec.292 to 294 IPC,Paper,0,Mar-21
856322370,PORNOGRAPHY ,Sec.292 to 294 IPC,Photography,0,Mar-21
348636585,PORNOGRAPHY ,Sec.292 to 294 IPC,Poster,0,Mar-21
190105670,PORNOGRAPHY ,Sec.292 to 294 IPC,Video Film(Blue),0,Mar-21
818758588,PUBLIC JUSTICE ,Sec.213 to 215 IPC,Others,1,Mar-21
284470418,PUBLIC NUISANCE ,Sec.291 and 510 IPC,Others,4,Mar-21
691610439,PUBLIC SAFETY ,"Sec.269 to 271, 277, 283, 289
IPC",Others,72,Mar-21
630902686,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Others,nan,Mar-21
379006358,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Attempt to Commit,1,Mar-21
256993401,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Defence Personnel,1,Mar-21
568350023,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Jail Personnel,0,Mar-21
810797002,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Judicial Official,2,Mar-21
851674372,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Minister,0,Mar-21
547187832,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",MLA,0,Mar-21
631399815,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",MP,0,Mar-21
259234120,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Nationalised Bank Personnel,0,Mar-21
720928637,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Elected Member,0,Mar-21
330088844,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Enforcement Official,0,Mar-21
327204185,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Govt. Official,33,Mar-21
812203574,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Para Military Personnel,0,Mar-21
237782310,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Police Personnel,40,Mar-21
581874944,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Public Sector Undertaking Official,5,Mar-21
587375625,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Others,nan,Mar-21
671399712,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Defence Personnel,0,Mar-21
904788026,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Jail Personnel,0,Mar-21
429209702,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Judicial Official,0,Mar-21
545339552,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Minister,0,Mar-21
923541259,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",MLA,0,Mar-21
767986350,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",MP,0,Mar-21
819029414,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Nationalised Bank Personnel,0,Mar-21
351629229,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Elected Member,0,Mar-21
753149022,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Enforcement Official,0,Mar-21
221208676,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Govt. Official,0,Mar-21
235803158,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Para Military Personnel,0,Mar-21
970975359,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Police Personnel,0,Mar-21
411785809,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Public Sector Undertaking Official,0,Mar-21
709323682,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Others,0,Mar-21
133350499,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Others,nan,Mar-21
464040698,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Animal -Related,3,Mar-21
560286320,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Boat/Vessel - Related,0,Mar-21
467561613,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Explosive/Explosive Substances - Related,2,Mar-21
375977033,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Inflammable Substance- Related,1,Mar-21
534331318,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Machinery - Related,9,Mar-21
167195923,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Poisonous Substance - Related,0,Mar-21
648393383,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Other - Related,52,Mar-21
677009117,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Human - Related,15,Mar-21
198493831,RECEIVING OF STOLEN PROPERTY ,"Sec.411 to
414 IPC",Others,1,Mar-21
394125378,SEDITION ,Sec. 124A IPC,Others,nan,Mar-21
996603222,SEDITION ,Sec. 124A IPC,Attempt to Commit,0,Mar-21
438924477,SEDITION ,Sec. 124A IPC,By Foreigner,0,Mar-21
189160748,SEDITION ,Sec. 124A IPC,By National,0,Mar-21
715607081,SEDITION ,Sec. 124A IPC,By National And Foreigner,0,Mar-21
260312557,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Others,nan,Mar-21
980229242,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Attempt to Commit,1,Mar-21
863169966,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Office,0,Mar-21
623500387,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Public Conveyance,0,Mar-21
436213904,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Public Place,4,Mar-21
801106730,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Other Places,2,Mar-21
763246912,SUICIDE ,"Sec.305, 306, 309 IPC",Others,nan,Mar-21
450599177,SUICIDE ,"Sec.305, 306, 309 IPC",Dowry,2,Mar-21
312635071,SUICIDE ,"Sec.305, 306, 309 IPC",Abetment of Suicide,29,Mar-21
491378689,SUICIDE ,"Sec.305, 306, 309 IPC",Other Reasons,25,Mar-21
323912235,SUICIDE ,"Sec.305, 306, 309 IPC",Attempt to Commit suicide,13,Mar-21
104356857,UNNATURAL SEX ,Sec.377 IPC,Others,nan,Mar-21
489595092,UNNATURAL SEX ,Sec.377 IPC,Abetment,0,Mar-21
948257899,UNNATURAL SEX ,Sec.377 IPC,Animal,0,Mar-21
662150090,UNNATURAL SEX ,Sec.377 IPC,Attempt,0,Mar-21
296168974,UNNATURAL SEX ,Sec.377 IPC,Major - Man,1,Mar-21
930440880,UNNATURAL SEX ,Sec.377 IPC,Major - Woman,0,Mar-21
394208890,UNNATURAL SEX ,Sec.377 IPC,Minor - Boy,0,Mar-21
880833189,UNNATURAL SEX ,Sec.377 IPC,Minor - Girl,0,Mar-21
150360408,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,Others,28,Mar-21
539862721,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,Attempt to Commit,3,Mar-21
670300417,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To Extort Confession,0,Mar-21
546195252,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To Extort Property,2,Mar-21
880910024,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To settle Dispute,0,Mar-21
955081611,INFANTICIDE ,"Sec.315, 316 IPC",Others,nan,Mar-21
388727717,INFANTICIDE ,"Sec.315, 316 IPC",Male,0,Mar-21
564842989,INFANTICIDE ,"Sec.315, 316 IPC",Female,0,Mar-21
554924022,OFFENCES RELATED TO MARRIAGE ,"Sec.493
to 498 IPC",Others,2,Mar-21
970804151,"BUYING & SELLING MINOR FOR PROSTITUTION
","Sec.372, 373 IPC",Others,0,Mar-21
826571215,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Others,nan,Mar-21
214982189,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Documents,0,Mar-21
107090188,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Property,0,Mar-21
422977221,DEFAMATION ,Sec.500 to 502 IPC,Others,nan,Mar-21
531254686,DEFAMATION ,Sec.500 to 502 IPC,Persons,0,Mar-21
756706828,DEFAMATION ,Sec.500 to 502 IPC,Printed Matter,0,Mar-21
803729966,DEFAMATION ,Sec.500 to 502 IPC,Others,0,Mar-21
106246859,ELECTION,Sec.171(E) to 171(1) IPC,Others,nan,Mar-21
405343993,ELECTION,Sec.171(E) to 171(1) IPC,Assembly,1,Mar-21
189371537,ELECTION,Sec.171(E) to 171(1) IPC,Parliament,0,Mar-21
616630227,ELECTION,Sec.171(E) to 171(1) IPC,Other Elected Bodies,1,Mar-21
803015702,SLAVERY ,"Sec.370, 371, 374 IPC",Others,nan,Mar-21
654089445,SLAVERY ,"Sec.370, 371, 374 IPC",Man,0,Mar-21
846788659,SLAVERY ,"Sec.370, 371, 374 IPC",Woman,0,Mar-21
360468177,SLAVERY ,"Sec.370, 371, 374 IPC",Boy,0,Mar-21
718645546,SLAVERY ,"Sec.370, 371, 374 IPC",Girl,0,Mar-21
508353970,Attempting to commit offences ,Sec.511 IPC,Others,nan,Mar-21
490215158,Attempting to commit offences ,Sec.511 IPC,Attempting to commit offences,14,Mar-21
876948164,ILLEGAL DETENTION ,Sec.342 IPC,Others,0,Mar-21
777852125,FALSE EVIDENCE ,Sec.191 to 205 IPC,Others,0,Mar-21
836744258,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Others,nan,Mar-21
862574124,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Boy,3,Mar-21
581746996,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Girl,1,Mar-21
206936721,OF ABETMENT ,Sec.107 to 120 IPC,Others,0,Mar-21
447338392,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",Others,nan,Mar-21
631458165,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",174 A,1,Mar-21
392622722,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",229 A,8,Mar-21
681808230,Concealment of birth by secret disposal of Child,,Others,nan,Mar-21
693198461,Concealment of birth by secret disposal of Child,,Girl,4,Mar-21
699365726,Concealment of birth by secret disposal of Child,,Boy,2,Mar-21
973452455,"ASSAULT OR USE OF CRIMINAL FORCE TO
DISROBE WOMEN",,Others,2,Mar-21
784166644,"Disobedience to Order Promulgated by
Public/Servant",,Others,nan,Mar-21
905560850,"Disobedience to Order Promulgated by
Public/Servant",,By Private Institution,3,Mar-21
660263130,"Disobedience to Order Promulgated by
Public/Servant",,By Govt. Institution,0,Mar-21
116781047,"Disobedience to Order Promulgated by
Public/Servant",,By Others,6,Mar-21
164244052,ANTIQUES ,CULTURAL PROPERTY,Others,nan,Mar-21
951385906,ANTIQUES ,CULTURAL PROPERTY,Antiques & Art Treasures Act 1972,0,Mar-21
491268224,ANTIQUES ,CULTURAL PROPERTY,"Ancient Monument & Archaelogical Sites AndRemains Act 1958",1,Mar-21
185662463,ARMS ACT 1959,,Others,nan,Mar-21
959316244,ARMS ACT 1959,,"Country Made - Non Prohibited Bore - In DisturbedArea",1,Mar-21
268359680,ARMS ACT 1959,,"Country Made - Non Prohibited Bore - In OtherArea",15,Mar-21
531886901,ARMS ACT 1959,,"Country Made - Prohibited Bore - In DisturbedArea",0,Mar-21
